Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,y
1,0,41,0,2055,39,286,17,3,1,1,30,1227.76,0
30,1,40,0,1260,59,31,20,3,1,2,30,176.76,1
6,0,27,0,1535,21,29,3,4,1,2,45,111.4,0
6,0,16,3,2662,44,22,16,3,1,1,30,196.24,0
0,0,37,0,520,14,38,10,3,1,2,30,173.36,0
0,0,35,0,6195,80,179,24,3,1,1,30,967.0,0
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0
9,0,40,1,2665,45,292,20,3,1,1,30,1276.4,0
16,0,29,0,1005,31,17,9,3,1,2,30,109.44,0
19,0,39,3,3358,76,387,41,3,1,1,30,1685.36,0
0,0,23,0,2920,55,1,21,3,1,1,30,123.0,0
10,0,33,6,9420,76,0,40,4,1,1,45,237.4,0
14,0,29,6,10130,81,0,39,4,1,1,45,255.275,0
14,0,34,2,2133,55,52,76,5,1,1,55,110.82,0
25,1,36,0,1135,55,27,22,2,1,2,25,175.05,1
1,0,34,0,1873,45,0,13,3,1,2,30,76.72,0
9,0,31,0,3035,37,7,12,3,1,2,30,150.88,1
9,0,36,4,7080,121,269,32,3,2,1,30,1364.04,0
9,0,36,1,7123,80,109,35,2,1,1,25,814.635,0
10,0,42,2,1075,23,25,12,3,1,1,30,143.92,0
9,0,40,1,2665,45,292,20,3,1,1,30,1276.4,0
0,0,38,0,7383,129,388,46,2,1,1,25,2084.04,0
0,0,24,0,520,4,14,1,4,1,2,45,48.1,0
10,0,15,0,8688,168,71,40,4,1,1,45,398.9,0
7,0,24,1,1955,36,43,20,3,1,1,30,251.64,0
10,0,34,0,3395,46,10,14,3,1,2,30,177.64,1
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1
12,0,44,2,4775,93,17,31,3,1,1,30,262.72,0
8,0,42,1,13853,171,10,48,3,1,1,30,600.96,0
2,0,33,0,2088,51,347,20,2,1,1,25,1657.755,0
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,0
13,0,43,2,3085,65,190,26,3,1,1,30,886.0,0
23,0,19,2,6887,148,101,47,2,2,1,25,771.075,0
0,0,3,0,4085,28,200,7,2,1,1,25,1085.085,0
18,0,22,2,6392,147,93,43,2,2,1,25,712.755,0
7,0,35,0,3185,58,176,21,2,1,1,25,937.935,0
17,0,41,2,6933,112,22,14,3,1,1,30,369.8,0
7,0,35,0,2338,55,361,25,2,1,1,25,1732.185,0
10,0,38,2,7270,111,32,29,5,1,1,55,158.715,0
13,0,17,3,3043,45,7,17,3,1,1,30,151.52,0
0,0,29,0,6943,111,362,35,2,1,1,25,1946.43,0
6,0,38,1,1973,31,7,8,4,1,1,45,67.6,0
0,0,37,0,1683,47,0,33,1,1,1,15,95.15,0
16,0,36,3,9240,119,140,40,3,1,1,30,934.36,0
0,0,38,0,2495,17,462,7,3,1,1,30,1948.48,0
5,0,40,1,770,17,18,10,3,1,1,30,103.48,0
2,0,36,0,2180,43,154,8,2,1,1,25,793.035,0
14,0,44,3,11770,166,26,50,4,1,1,45,363.4,0
7,0,13,0,8627,165,66,38,4,1,1,45,384.8,0
5,0,28,0,305,6,7,2,4,1,2,45,25.275,0
11,0,41,2,6338,107,46,18,3,1,1,30,441.8,0
2,0,32,0,4255,73,0,19,3,1,1,30,173.12,0
0,0,25,0,1010,30,186,9,2,2,1,25,883.8,0
10,0,43,1,4370,77,13,18,3,1,1,30,229.88,0
6,0,24,0,280,13,0,1,2,1,2,25,13.185,0
10,0,34,0,1390,26,43,11,4,1,2,45,142.9,0
3,0,41,0,5613,95,8,11,3,1,1,30,260.32,0
10,0,39,1,8003,134,400,48,3,1,1,30,1925.48,0
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,0
5,0,40,0,825,19,11,7,3,1,2,30,77.76,0
0,0,32,0,2780,19,0,12,3,1,1,30,111.96,0
3,1,39,1,60,3,5,2,2,1,1,25,25.335,1
3,0,13,1,2433,33,0,13,3,1,1,30,98.64,0
0,0,8,1,2288,29,9,11,3,1,1,30,128.68,0
0,0,20,0,1470,22,31,16,2,1,1,25,206.64,0
3,0,24,0,3630,66,9,21,3,1,1,30,183.84,0
0,0,7,0,1428,16,0,5,3,1,1,30,57.76,1
5,0,26,1,1720,41,194,9,2,2,1,25,952.245,0
6,0,32,0,1210,18,38,9,4,1,2,45,125.7,0
7,0,38,0,628,9,16,7,3,1,2,30,89.48,1
5,0,25,0,305,6,17,2,4,1,2,45,50.275,0
12,0,37,1,3490,64,183,23,2,1,1,25,983.43,0
1,0,36,0,10755,143,0,47,3,1,1,30,435.92,0
10,0,44,2,7813,139,399,46,3,1,1,30,1914.08,0
0,0,22,0,210,15,0,11,2,1,1,25,10.125,0
1,0,32,0,1485,36,27,15,3,1,2,30,168.84,0
5,0,34,0,305,6,7,2,4,1,2,45,25.275,1
17,0,18,2,9353,183,112,46,5,1,1,55,311.04,0
6,0,40,0,1028,16,15,4,3,1,2,30,101.76,0
14,0,42,2,6283,104,19,16,3,1,1,30,331.48,0
25,1,33,0,1145,48,25,20,2,1,2,25,166.185,1
9,0,40,1,5978,98,12,14,3,1,1,30,291.04,0
27,0,20,3,7407,158,100,44,2,2,1,25,790.425,0
14,0,43,1,15745,192,165,36,2,1,1,25,1459.665,0
5,0,11,1,4095,36,201,25,3,1,1,30,969.24,0
21,1,40,8,10390,97,9,46,5,2,1,55,170.805,0
8,0,38,2,2960,49,306,33,3,1,1,30,1344.36,0
12,0,16,1,9048,177,105,44,5,1,1,55,295.875,0
0,0,35,0,1223,37,0,15,3,1,2,30,50.4,0
13,0,39,4,7450,130,289,40,3,2,1,30,1459.2,0
20,1,34,0,830,49,20,20,2,1,2,25,129.555,1
0,0,36,1,338,4,4,2,5,1,1,55,11.13,0
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,0
6,0,34,0,4435,81,0,21,3,1,1,30,180.64,0
0,0,35,0,3355,54,0,15,2,1,1,25,153.405,0
18,0,38,2,6123,104,33,26,2,1,1,25,428.715,0
9,0,33,0,2373,58,349,20,2,1,1,25,1679.895,0
3,0,10,2,2593,35,16,13,3,1,1,30,169.12,0
10,0,38,3,2573,41,28,23,4,1,1,45,135.35,0
12,0,39,2,11770,160,18,49,4,1,1,45,343.25,0
0,0,34,0,10450,137,0,45,3,1,1,30,423.48,0
1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,0
11,0,23,0,745,21,7,3,2,1,2,25,65.97,0
5,0,38,1,4270,80,0,25,3,1,1,30,174.0,0
0,0,39,0,128,4,0,1,2,1,2,25,5.94,0
7,0,36,0,4083,61,3,36,1,1,1,15,244.42,0
1,0,39,0,2235,41,289,21,3,1,1,30,1247.04,0
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0
6,0,33,2,6850,110,239,29,2,2,1,25,1388.7,0
7,0,41,0,1113,21,27,11,4,1,2,45,95.85,1
8,0,39,4,6965,122,279,34,3,2,1,30,1399.48,0
8,0,40,0,4220,79,7,12,3,1,1,30,199.96,0
0,0,36,0,0,0,1,0,2,1,2,25,4.5,1
7,0,44,0,970,24,28,14,3,1,2,30,151.76,0
5,0,13,0,8437,164,57,35,4,1,1,45,357.525,0
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
7,0,20,1,2000,32,35,16,3,1,1,30,221.28,0
19,0,19,5,3867,62,46,21,3,1,1,30,341.16,0
9,0,43,2,4515,89,10,26,3,1,1,30,224.16,0
21,1,33,0,710,44,14,17,2,1,1,25,96.93,1
7,0,39,0,1370,21,16,16,2,1,2,25,134.595,0
11,0,40,1,6223,101,14,14,3,1,1,30,308.96,0
0,0,40,0,2135,35,288,20,3,1,1,30,1238.8,0
15,0,43,2,15870,190,167,36,2,1,1,25,1474.2,0
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0
8,0,38,0,2085,56,77,26,4,1,2,45,246.025,0
9,0,27,1,3720,68,24,28,3,1,1,30,247.52,0
3,0,41,1,378,8,12,6,3,1,1,30,63.44,0
6,0,32,0,3515,72,17,22,2,1,1,25,237.915,0
19,0,42,3,6203,106,43,30,3,1,1,30,424.36,0
0,0,36,0,1455,23,257,1,3,1,1,30,1087.12,0
7,0,31,1,7010,101,11,20,5,1,1,55,123.165,0
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,0
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0
7,1,35,0,2800,40,0,13,3,1,2,30,113.6,1
5,0,40,0,7688,135,395,48,2,1,1,25,2129.535,0
12,0,39,3,8413,143,412,60,3,1,1,30,1990.24,0
3,0,39,1,11240,150,14,49,3,1,1,30,511.6,0
0,0,40,0,0,0,0,0,3,1,2,30,0.0,0
0,0,31,0,0,0,0,0,5,1,1,55,0.0,0
15,0,30,1,14575,209,32,24,2,1,1,25,809.28,0
0,0,24,0,1263,33,23,66,4,1,1,45,89.9,0
0,0,36,0,2333,55,0,31,1,1,1,15,131.34,0
0,0,31,0,2295,39,157,16,2,1,1,25,811.53,0
7,0,36,1,4665,75,19,30,2,1,1,25,298.8,0
10,0,40,2,8810,121,145,42,3,1,1,30,937.24,0
0,0,30,0,3333,74,0,22,2,1,1,25,153.315,0
10,0,36,3,3745,38,28,31,3,1,1,30,263.32,0
12,0,14,3,3078,49,28,17,3,1,1,30,237.08,0
12,0,40,5,7350,124,288,39,3,2,1,30,1450.96,0
1,0,35,1,2955,28,32,18,3,1,1,30,247.32,0
14,0,40,2,5010,90,18,30,3,1,1,30,276.0,0
5,0,34,1,305,6,7,2,5,1,1,55,15.165,0
10,0,13,3,4755,49,227,14,3,1,1,30,1100.16,0
8,0,12,3,2898,41,23,15,3,1,1,30,209.56,0
11,0,15,0,6087,135,78,40,1,2,1,15,771.21,0
14,1,39,0,2688,56,73,37,4,1,2,45,251.1,1
10,0,37,2,4640,81,7,22,3,1,1,30,216.84,0
0,0,30,0,1828,42,0,25,1,1,1,15,102.85,0
0,0,40,1,6195,86,187,25,3,1,1,30,999.24,0
0,0,23,0,2920,55,1,21,3,1,1,30,123.0,0
1,0,24,0,1508,36,25,66,4,1,1,45,101.1,0
5,0,33,0,8750,112,132,39,3,1,1,30,882.48,0
7,0,38,0,2328,62,363,27,2,1,1,25,1741.05,0
0,0,21,0,1083,25,12,61,4,1,1,45,57.7,0
5,0,38,0,13528,166,0,44,3,1,1,30,547.76,0
0,0,13,0,1210,12,10,7,2,1,1,25,99.99,0
8,0,37,0,1970,50,45,22,3,1,2,30,260.8,0
14,0,36,2,9520,126,145,41,3,1,1,30,965.84,0
1,0,37,1,6255,83,184,26,3,1,1,30,989.52,0
0,0,33,0,3538,74,0,23,2,1,1,25,162.54,0
0,0,35,0,438,7,34,6,4,1,2,45,96.125,1
2,0,35,0,4095,71,0,19,3,1,1,30,166.64,0
10,0,42,1,7993,141,402,50,3,1,1,30,1933.36,0
17,0,35,2,9340,125,141,41,3,1,1,30,942.6,0
5,0,39,0,7213,123,370,30,3,1,1,30,1773.44,0
2,0,36,0,3718,82,2,28,2,1,1,25,180.0,0
5,0,34,0,5838,93,0,8,2,1,1,25,266.895,0
13,0,40,1,4258,69,6,37,1,1,1,15,270.985,0
0,0,31,0,1668,19,0,5,3,1,1,30,67.48,0
5,0,37,1,305,6,7,2,5,1,1,55,15.165,0
7,0,39,0,900,14,7,6,2,1,2,25,72.63,0
5,0,38,0,1845,52,49,25,3,1,2,30,271.88,0
5,0,24,1,3350,59,7,20,3,1,1,30,164.36,0
5,0,28,0,1130,16,28,5,4,1,2,45,98.65,0
9,0,13,0,8873,168,68,38,4,1,1,45,396.025,0
6,0,9,3,4990,50,236,25,3,1,1,30,1145.6,0
3,0,36,0,7393,121,352,39,2,1,1,25,1922.13,0
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
5,0,32,1,3065,26,7,12,3,1,1,30,151.64,0
0,0,20,0,3225,55,0,22,3,1,1,30,131.2,0
3,0,38,0,3915,73,0,10,3,1,1,30,159.52,0
0,0,30,0,6195,74,171,23,3,1,1,30,934.76,0
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,0
3,0,42,0,790,16,23,12,3,1,2,30,124.24,0
3,0,14,2,2548,39,24,17,3,1,1,30,199.48,0
8,0,36,3,7205,109,53,28,5,1,1,55,189.21,0
0,0,28,0,2920,61,9,22,3,1,1,30,155.24,0
5,1,9,1,1733,22,7,7,3,1,1,30,98.2,1
0,0,37,0,2170,39,310,20,3,1,1,30,1328.36,0
8,1,11,2,1792,25,7,9,3,1,1,30,100.68,1
0,0,35,0,2435,17,0,16,3,1,1,30,98.08,0
14,1,40,0,2543,60,15,19,3,1,2,30,164.12,0
5,0,33,0,13773,163,0,43,3,1,1,30,557.44,0
3,0,38,0,743,12,7,3,4,1,2,45,36.375,1
5,0,30,1,2885,18,7,10,3,1,1,30,144.12,0
15,0,42,3,4880,92,14,29,4,1,1,45,159.3,0
13,0,40,1,4675,77,12,19,3,1,1,30,238.08,0
24,0,35,0,660,43,7,4,3,1,2,30,56.12,1
11,1,38,0,2428,55,17,20,3,1,2,30,167.32,0
9,0,29,2,1988,51,69,74,5,1,1,55,134.085,0
7,0,37,0,3908,82,7,26,2,1,1,25,211.05,0
13,0,44,3,4900,91,19,31,3,1,1,30,275.64,0
10,0,39,2,11580,159,9,46,4,1,1,45,315.975,0
0,0,19,0,2840,53,0,17,3,1,1,30,115.72,0
27,0,38,3,15330,226,63,35,3,1,1,30,874.24,0
0,0,32,2,6470,109,255,28,2,2,1,25,1443.555,0
0,0,36,0,1068,15,0,3,3,1,1,30,43.32,0
17,0,27,0,570,39,0,11,2,1,2,25,27.405,1
16,1,42,5,7530,132,293,41,3,2,1,30,1478.48,0
10,0,40,2,4575,86,7,27,3,1,1,30,214.44,0
0,0,8,0,3680,29,190,10,3,1,1,30,908.36,0
16,0,26,0,650,35,1,14,2,1,2,25,35.325,1
0,0,37,0,0,0,0,0,3,1,2,30,0.0,1
5,0,42,0,888,17,24,10,4,1,2,45,82.625,1
17,0,27,1,15710,229,0,76,2,1,1,25,717.255,0
11,0,38,1,3085,59,182,25,2,1,1,25,960.48,0
8,0,36,0,1855,44,13,18,3,1,2,30,127.96,0
17,0,46,2,14338,185,22,52,3,1,1,30,668.92,0
5,0,35,0,1100,18,7,9,2,1,2,25,81.81,0
0,0,6,0,3970,28,176,4,2,1,1,25,971.91,0
12,0,42,2,3165,61,192,29,2,1,1,25,1009.17,0
10,0,36,1,6143,99,7,10,3,1,1,30,277.68,0
15,0,41,3,4110,44,498,10,4,1,1,45,1348.85,0
16,0,33,1,6123,98,25,25,2,1,1,25,392.445,1
9,1,39,0,2945,45,17,20,3,1,2,30,187.6,1
3,0,32,2,6850,111,273,34,2,2,1,25,1541.745,0
16,0,34,2,9420,121,143,44,3,1,1,30,953.64,0
16,0,39,1,4908,77,9,35,1,1,1,15,323.675,0
14,0,36,0,3180,41,7,14,3,1,2,30,156.84,1
3,1,29,0,2605,33,0,10,2,1,2,25,118.71,1
19,0,25,1,15690,230,0,74,2,1,1,25,716.4,0
0,0,35,0,0,0,25,0,3,1,2,30,100.0,1
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1
13,0,32,1,5863,94,18,20,2,1,1,25,349.065,1
1,0,33,0,2360,41,136,17,2,1,1,25,720.045,0
13,0,43,2,3775,88,40,29,3,1,1,30,314.52,0
12,0,39,1,15600,187,148,29,2,1,1,25,1376.415,0
0,0,34,1,1963,29,14,19,3,1,1,30,135.68,0
9,0,30,3,1735,48,232,17,3,2,1,30,999.32,0
4,0,38,0,5728,94,0,9,3,1,1,30,232.88,0
11,0,37,0,4603,71,2,33,1,1,1,15,268.07,0
3,0,9,1,1488,19,0,7,3,1,1,30,60.28,1
0,0,35,0,10560,138,0,30,3,1,1,30,427.92,0
2,0,24,0,3110,55,0,19,3,1,1,30,126.6,0
0,0,36,0,12868,153,0,27,3,1,1,30,520.84,0
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,0
2,0,44,0,318,11,15,5,3,1,2,30,73.16,0
6,0,27,1,1560,39,195,11,2,2,1,25,949.455,0
21,0,41,4,9480,130,156,47,3,1,1,30,1008.4,0
6,0,42,0,5873,99,15,16,3,1,1,30,298.88,0
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0
5,1,14,2,1487,25,8,8,3,1,1,30,92.48,1
11,1,33,1,5638,90,15,19,2,1,1,25,325.26,1
0,0,34,0,695,6,0,6,2,1,2,25,31.545,0
13,0,40,1,4675,77,12,19,3,1,1,30,238.08,0
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,0
0,0,27,0,2535,10,0,11,3,1,1,30,101.8,0
0,0,31,0,0,0,0,0,4,1,2,45,0.0,1
4,0,39,0,4390,85,6,28,3,1,1,30,203.0,0
12,0,33,2,3790,77,30,31,4,1,1,45,171.675,0
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,0
0,0,31,0,7123,119,367,37,2,1,1,25,1977.39,0
10,0,39,0,3070,43,19,20,3,1,2,30,200.52,1
16,0,39,3,9230,126,142,42,3,1,1,30,942.24,0
18,0,41,2,2818,69,371,28,3,1,1,30,1599.48,0
21,0,38,1,14540,215,33,17,3,1,1,30,722.2,0
0,0,35,0,1065,34,17,5,3,1,2,30,111.96,0
0,0,29,0,1280,36,21,14,3,1,2,30,136.64,0
0,0,36,0,6798,116,359,43,2,1,1,25,1926.63,0
18,0,33,2,14655,211,36,25,3,1,1,30,738.64,0
11,0,41,0,2418,62,19,22,3,1,2,30,175.2,0
14,1,37,0,3295,47,16,18,3,1,2,30,197.68,1
2,0,26,0,1323,36,28,68,4,1,1,45,103.975,0
0,0,29,0,1363,13,0,3,3,1,1,30,55.04,0
18,0,24,1,15770,226,0,77,2,1,1,25,719.82,0
0,0,29,0,1405,34,23,14,3,1,2,30,149.56,0
0,0,32,0,875,8,0,10,2,1,2,25,39.735,0
2,0,13,1,4345,44,223,14,3,1,1,30,1067.56,0
4,0,31,3,6785,108,260,28,2,2,1,25,1480.185,0
18,0,39,3,9420,127,151,45,3,1,1,30,985.88,0
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,0
8,0,43,2,1973,37,15,9,4,1,1,45,87.75,0
11,0,42,2,3405,38,22,22,4,1,1,45,141.075,0
4,0,36,0,13658,164,2,45,3,1,1,30,560.88,0
13,0,45,2,8073,143,406,51,3,1,1,30,1952.64,0
11,0,34,2,8935,113,133,38,3,1,1,30,893.92,0
19,0,32,1,14755,217,37,26,3,1,1,30,746.88,0
2,0,35,0,2073,30,1,4,3,1,1,30,88.12,0
14,0,40,2,15905,194,189,36,3,1,1,30,1399.96,0
9,0,26,0,820,27,1,15,2,1,1,25,42.615,0
2,0,42,0,665,18,21,12,3,1,2,30,111.32,0
1,0,40,0,1623,29,8,10,3,1,1,30,98.08,0
9,0,30,1,3710,75,26,30,3,1,1,30,255.4,0
16,0,40,3,14678,185,28,61,3,1,1,30,706.52,0
5,0,36,1,6965,105,25,27,5,1,1,55,143.55,0
0,0,35,0,760,9,2,12,2,1,2,25,43.605,0
3,0,39,0,1955,34,267,20,3,1,1,30,1147.56,0
35,0,39,5,16640,254,22,88,2,2,1,25,859.23,0
5,0,41,0,623,11,14,6,3,1,2,30,81.36,0
20,0,41,2,6303,112,44,31,2,1,1,25,486.675,0
0,0,37,0,248,8,32,6,3,1,2,30,138.24,1
4,0,36,0,733,12,21,17,3,1,2,30,113.8,1
13,0,41,3,7350,113,36,30,5,1,1,55,165.945,0
16,0,29,0,1005,31,17,9,3,1,2,30,109.44,0
9,0,39,0,3793,61,0,37,1,1,1,15,211.97,0
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,0
1,0,34,0,7328,119,373,38,2,1,1,25,2013.615,0
1,0,33,0,2725,16,0,10,3,1,1,30,109.64,0
7,0,38,2,833,11,20,7,5,1,1,55,42.66,0
4,0,26,0,1568,39,30,68,4,1,1,45,115.175,0
0,0,34,0,345,5,1,4,2,1,2,25,20.25,0
0,0,28,0,6300,83,0,15,4,1,1,45,159.575,0
17,0,39,4,7623,91,136,54,2,2,1,25,959.13,0
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,0
6,0,35,2,6845,100,19,24,5,1,1,55,132.675,0
6,0,14,0,8222,160,48,40,4,1,1,45,329.55,0
24,1,38,9,10495,96,6,44,5,2,1,55,167.865,0
0,0,34,0,2595,19,0,14,3,1,1,30,104.56,0
4,0,39,1,2475,45,317,22,4,1,1,45,855.5,0
7,0,41,0,813,12,23,9,3,1,2,30,125.0,0
10,0,42,0,1970,56,53,23,4,1,2,45,183.15,0
4,0,31,0,2068,52,342,18,2,1,1,25,1634.4,0
5,0,37,0,2765,44,286,16,3,1,1,30,1256.36,0
18,0,40,2,4270,89,48,33,3,1,1,30,366.36,0
5,0,40,0,2065,35,271,5,3,1,1,30,1168.0,0
0,0,36,0,5423,88,0,7,2,1,1,25,247.995,0
5,0,34,1,2405,35,277,14,3,1,1,30,1205.6,0
0,0,26,0,0,0,0,0,4,1,2,45,0.0,0
2,0,33,0,1753,40,0,10,3,1,2,30,71.72,0
9,0,37,0,8515,111,123,28,3,1,1,30,837.04,0
0,0,32,0,263,1,0,1,3,1,2,30,10.56,1
11,0,38,3,4623,98,30,45,3,1,1,30,308.84,0
8,0,27,3,1915,46,214,26,2,2,1,25,1051.245,0
11,1,36,1,5573,95,24,24,2,1,1,25,363.06,1
14,0,46,2,2925,55,307,26,4,1,1,45,842.0,0
0,0,24,0,1120,14,35,16,4,1,2,45,115.85,0
6,1,30,1,1495,44,204,16,2,2,1,25,987.255,1
1,0,34,0,630,12,3,4,2,1,2,25,42.39,0
2,0,38,0,710,14,13,8,3,1,2,30,80.96,0
12,0,19,1,6168,137,88,44,1,2,1,15,830.775,0
0,0,12,1,1182,19,1,6,3,1,1,30,52.04,1
4,0,41,0,13468,169,1,43,3,1,1,30,549.48,0
5,0,21,0,315,17,0,1,2,1,2,25,14.94,0
29,0,38,5,15740,235,75,47,3,1,1,30,939.0,0
11,0,27,1,930,28,7,2,2,1,1,25,74.61,0
21,0,17,3,9838,187,101,57,5,1,1,55,301.875,0
15,0,39,0,2948,65,16,17,3,1,2,30,184.52,0
5,0,35,0,2390,31,0,1,3,1,2,30,96.84,1
5,0,37,1,3500,32,484,6,3,1,1,30,2077.28,0
9,0,43,0,1195,28,31,15,3,1,2,30,172.92,0
11,0,35,1,11690,158,8,45,4,1,1,45,316.2,0
30,1,37,4,16335,248,15,86,2,1,1,25,813.735,0
5,0,42,2,6500,92,194,27,3,1,1,30,1039.68,0
0,0,32,0,10980,140,0,40,3,1,1,30,444.8,0
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0
29,1,34,0,1665,58,24,17,3,1,2,30,164.92,1
11,0,28,0,815,31,42,11,3,1,2,30,201.84,0
10,0,36,2,11590,152,7,44,4,1,1,45,311.05,0
0,0,33,0,2085,25,0,9,2,1,2,25,94.95,1
12,0,39,1,15545,185,155,32,2,1,1,25,1405.35,0
0,0,34,0,0,0,0,0,5,1,1,55,0.0,0
6,0,39,2,2088,37,39,12,4,1,1,45,150.625,0
0,0,30,0,1283,17,0,5,3,1,1,30,52.0,0
3,0,37,0,2278,52,0,29,1,1,1,15,128.15,0
0,0,24,0,300,19,161,9,2,2,1,25,738.855,0
0,0,36,0,1478,24,0,3,3,1,1,30,60.08,0
6,0,38,1,1973,31,7,8,4,1,1,45,67.6,0
12,0,40,0,2633,68,370,29,3,1,1,30,1588.04,0
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0
5,0,39,0,4245,73,9,20,2,1,1,25,234.81,0
16,0,30,7,10175,83,0,36,4,1,1,45,256.45,0
21,0,20,3,6813,153,124,48,2,2,1,25,871.47,0
8,0,31,2,3610,69,25,29,3,1,1,30,247.16,0
5,0,35,0,305,6,7,2,2,1,2,25,45.495,0
7,0,31,0,1310,24,39,10,4,1,2,45,130.85,0
0,0,28,0,0,0,0,0,3,1,1,30,0.0,0
6,0,35,0,3355,70,0,22,2,1,1,25,154.125,0
5,0,11,2,4505,45,213,9,3,1,1,30,1034.0,0
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0
30,0,38,1,11340,109,29,59,5,1,1,55,215.235,0
8,0,39,0,3650,84,36,31,2,1,1,25,330.03,0
13,0,46,2,2958,74,24,41,2,1,1,25,244.44,0
0,1,6,0,1068,7,0,1,2,1,1,25,48.375,1
8,0,36,0,3660,77,34,29,2,1,1,25,321.165,0
29,0,36,3,15365,229,51,30,3,1,1,30,827.76,0
3,0,41,0,433,10,5,3,3,1,2,30,37.72,0
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,0
23,0,32,0,840,41,0,13,2,1,2,25,39.645,1
28,1,34,0,1145,47,7,15,2,1,2,25,85.14,1
6,0,30,3,7010,112,263,29,2,2,1,25,1503.99,0
17,0,42,2,2603,63,20,21,4,1,1,45,116.65,0
5,0,32,1,305,6,7,2,3,1,1,30,40.44,0
7,0,30,0,5433,90,9,18,2,1,1,25,289.035,1
6,0,16,1,1920,30,25,12,2,1,1,25,200.25,0
0,0,34,0,323,1,2,2,4,1,2,45,13.1,1
5,0,42,2,3175,29,493,12,3,1,1,30,2100.16,0
3,0,36,0,3703,59,0,30,2,1,1,25,169.29,0
3,0,37,3,6660,116,272,32,2,2,1,25,1528.92,0
1,1,31,0,2625,32,0,12,2,1,2,25,119.565,1
13,0,41,2,4790,83,44,23,3,1,1,30,370.92,0
3,0,13,2,4470,42,225,14,3,1,1,30,1080.48,0
0,0,38,1,0,0,7,0,5,1,1,55,10.5,0
26,0,38,9,10740,99,8,44,5,1,1,55,174.585,0
11,0,36,4,7270,122,278,35,3,2,1,30,1407.68,0
2,0,35,2,6795,90,200,39,3,1,1,30,1075.4,0
16,1,31,0,460,40,0,12,2,1,2,25,22.5,1
20,0,15,1,6618,145,82,40,2,2,1,25,673.335,0
5,0,35,0,13593,161,0,39,3,1,1,30,550.16,0
7,0,23,0,1165,29,14,11,2,1,1,25,116.73,0
23,1,33,0,955,47,16,17,2,1,2,25,117.09,1
2,0,34,0,2313,56,0,29,1,1,1,15,130.295,0
21,0,40,3,14915,221,57,34,3,1,1,30,833.44,0
0,0,35,0,10970,147,0,42,3,1,1,30,444.68,0
0,0,29,0,14920,166,128,22,2,1,1,25,1254.87,0
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0
0,0,25,0,710,4,0,1,4,1,2,45,17.85,0
9,0,39,3,7170,105,31,28,5,1,1,55,155.625,0
26,1,35,0,1070,52,14,16,3,1,2,30,100.88,1
2,0,29,0,3180,65,16,27,3,1,1,30,193.8,0
8,0,37,3,7145,124,282,38,2,2,1,25,1596.105,0
10,0,28,2,2025,47,201,11,3,2,1,30,886.88,0
7,0,33,0,1890,48,35,18,3,1,2,30,217.52,0
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0
24,1,37,0,1035,49,26,21,3,1,2,30,147.36,1
0,0,36,0,0,0,0,0,4,1,2,45,0.0,1
0,0,29,0,520,10,22,2,4,1,2,45,68.25,0
4,0,30,0,1523,43,38,72,4,1,1,45,134.15,0
9,0,38,1,3530,79,30,28,3,1,1,30,264.36,0
4,0,36,1,2955,27,0,13,3,1,1,30,119.28,0
5,0,12,1,1668,27,11,12,3,1,1,30,111.8,1
6,0,34,0,7813,127,383,44,2,1,1,25,2080.8,0
12,0,40,2,4820,89,9,27,3,1,1,30,232.36,0
11,0,26,0,585,19,0,3,2,1,2,25,27.18,0
20,0,37,8,10030,88,0,44,5,1,1,55,151.77,0
1,0,37,0,7318,126,375,40,2,1,1,25,2022.48,0
